Data,preco,Mes,ano
23/01/2012,109,54,1,2012
21/01/2012,109,81,1,2012
20/01/2012,110,55,1,2012
19/01/2012,109,54,1,2012
17/01/2012,109,81,1,2012
16/01/2012,109,88,1,2012
15/01/2012,112,97,1,2012
14/01/2012,111,66,1,2012
13/01/2012,113,3,1,2012
12/01/2012,111,07,1,2012
11/01/2012,112,97,1,2012
10/01/2012,111,66,1,2012
09/01/2012,111,96,1,2012
08/01/2012,113,59,1,2012
07/01/2012,113,37,1,2012
06/01/2012,111,12,1,2012
05/01/2012,111,96,1,2012
04/01/2012,113,59,1,2012
03/01/2012,108,09,1,2012
02/01/2012,106,89,1,2012
01/01/2012,107,54,1,2012
30/12/2011,108,09,12,2011
29/12/2011,106,89,12,2011
28/12/2011,107,54,12,2011
27/12/2011,109,28,12,2011
26/12/2011,108,98,12,2011
25/12/2011,108,12,2011
24/12/2011,107,8,12,2011
23/12/2011,104,55,12,2011
22/12/2011,108,98,12,2011
21/12/2011,108,12,2011
20/12/2011,104,12,2011
19/12/2011,104,52,12,2011
18/12/2011,105,72,12,2011
17/12/2011,109,25,12,2011
16/12/2011,107,82,12,2011
15/12/2011,104,52,12,2011
14/12/2011,105,72,12,2011
13/12/2011,107,91,12,2011
12/12/2011,108,23,12,2011
11/12/2011,110,07,12,2011
10/12/2011,110,16,12,2011
09/12/2011,110,18,12,2011
08/12/2011,108,23,12,2011
07/12/2011,110,07,12,2011
06/12/2011,109,59,12,2011
05/12/2011,108,83,12,2011
04/12/2011,111,22,12,2011
03/12/2011,111,25,12,2011
02/12/2011,109,38,12,2011
01/12/2011,108,83,12,2011
30/11/2011,111,22,11,2011
29/11/2011,106,08,11,2011
28/11/2011,109,38,11,2011
27/11/2011,106,83,11,2011
26/11/2011,107,77,11,2011
25/11/2011,105,98,11,2011
23/11/2011,106,83,11,2011
22/11/2011,107,82,11,2011
21/11/2011,109,25,11,2011
20/11/2011,111,91,11,2011
19/11/2011,111,9,11,2011
18/11/2011,112,57,11,2011
17/11/2011,109,25,11,2011
16/11/2011,111,91,11,2011
15/11/2011,114,43,11,2011
14/11/2011,113,32,11,2011
13/11/2011,115,29,11,2011
12/11/2011,115,61,11,2011
11/11/2011,114,75,11,2011
10/11/2011,113,32,11,2011
09/11/2011,115,29,11,2011
08/11/2011,112,22,11,2011
07/11/2011,110,76,11,2011
06/11/2011,110,82,11,2011
05/11/2011,106,97,11,2011
04/11/2011,108,43,11,2011
03/11/2011,110,76,11,2011
02/11/2011,110,82,11,2011
01/11/2011,110,01,11,2011
31/10/2011,112,45,10,2011
30/10/2011,110,43,10,2011
29/10/2011,112,11,10,2011
28/10/2011,111,67,10,2011
27/10/2011,112,45,10,2011
26/10/2011,110,43,10,2011
25/10/2011,111,6,10,2011
24/10/2011,109,10,2011
23/10/2011,111,76,10,2011
22/10/2011,112,08,10,2011
21/10/2011,112,92,10,2011
20/10/2011,109,10,2011
19/10/2011,111,76,10,2011
18/10/2011,114,33,10,2011
17/10/2011,112,45,10,2011
16/10/2011,112,44,10,2011
15/10/2011,109,22,10,2011
14/10/2011,109,49,10,2011
13/10/2011,112,45,10,2011
12/10/2011,112,44,10,2011
11/10/2011,106,56,10,2011
10/10/2011,104,38,10,2011
09/10/2011,103,77,10,2011
08/10/2011,101,84,10,2011
07/10/2011,103,61,10,2011
06/10/2011,104,38,10,2011
05/10/2011,103,77,10,2011
04/10/2011,105,42,10,2011
03/10/2011,107,08,10,2011
02/10/2011,108,52,10,2011
01/10/2011,109,54,10,2011
30/09/2011,107,9,9,2011
29/09/2011,107,08,9,2011
28/09/2011,108,52,9,2011
27/09/2011,109,17,9,2011
26/09/2011,109,21,9,2011
25/09/2011,114,26,9,2011
24/09/2011,114,39,9,2011
23/09/2011,112,89,9,2011
22/09/2011,109,21,9,2011
21/09/2011,114,26,9,2011
20/09/2011,116,26,9,2011
19/09/2011,116,71,9,2011
18/09/2011,113,1,9,2011
17/09/2011,114,08,9,2011
16/09/2011,114,75,9,2011
15/09/2011,116,71,9,2011
14/09/2011,113,1,9,2011
13/09/2011,115,1,9,2011
12/09/2011,117,99,9,2011
11/09/2011,117,5,9,2011
10/09/2011,113,29,9,2011
09/09/2011,115,1,9,2011
08/09/2011,117,99,9,2011
07/09/2011,117,5,9,2011
06/09/2011,115,92,9,2011
05/09/2011,116,43,9,2011
04/09/2011,116,48,9,2011
03/09/2011,115,59,9,2011
02/09/2011,115,92,9,2011
01/09/2011,116,43,9,2011
31/08/2011,116,48,8,2011
30/08/2011,112,29,8,2011
29/08/2011,111,91,8,2011
28/08/2011,111,91,8,2011
27/08/2011,110,35,8,2011
26/08/2011,108,83,8,2011
25/08/2011,111,91,8,2011
24/08/2011,111,91,8,2011
23/08/2011,109,37,8,2011
22/08/2011,108,36,8,2011
21/08/2011,111,37,8,2011
20/08/2011,109,69,8,2011
19/08/2011,108,89,8,2011
18/08/2011,108,36,8,2011
17/08/2011,111,37,8,2011
16/08/2011,108,17,8,2011
15/08/2011,107,82,8,2011
14/08/2011,103,84,8,2011
13/08/2011,103,63,8,2011
12/08/2011,103,06,8,2011
11/08/2011,107,82,8,2011
10/08/2011,103,84,8,2011
09/08/2011,106,92,8,2011
08/08/2011,110,22,8,2011
07/08/2011,113,74,8,2011
06/08/2011,116,02,8,2011
05/08/2011,116,3,8,2011
04/08/2011,110,22,8,2011
03/08/2011,113,74,8,2011
02/08/2011,115,93,8,2011
01/08/2011,118,16,8,2011
31/07/2011,117,99,7,2011
30/07/2011,118,14,7,2011
29/07/2011,118,27,7,2011
28/07/2011,118,16,7,2011
27/07/2011,117,99,7,2011
26/07/2011,118,99,7,2011
25/07/2011,118,25,7,2011
24/07/2011,118,52,7,2011
23/07/2011,118,18,7,2011
22/07/2011,117,05,7,2011
21/07/2011,118,25,7,2011
20/07/2011,118,52,7,2011
19/07/2011,118,06,7,2011
18/07/2011,117,38,7,2011
17/07/2011,118,46,7,2011
16/07/2011,117,36,7,2011
15/07/2011,117,35,7,2011
14/07/2011,117,38,7,2011
13/07/2011,118,46,7,2011
12/07/2011,117,4,7,2011
11/07/2011,117,4,7,2011
10/07/2011,113,55,7,2011
09/07/2011,113,21,7,2011
08/07/2011,117,4,7,2011
07/07/2011,117,4,7,2011
06/07/2011,113,55,7,2011
05/07/2011,109,82,7,2011
04/07/2011,111,71,7,2011
03/07/2011,111,49,7,2011
02/07/2011,107,57,7,2011
01/07/2011,104,57,7,2011
30/06/2011,111,71,6,2011
29/06/2011,111,49,6,2011
28/06/2011,104,79,6,2011
27/06/2011,108,27,6,2011
26/06/2011,113,59,6,2011
25/06/2011,112,02,6,2011
24/06/2011,112,21,6,2011
23/06/2011,108,27,6,2011
22/06/2011,113,59,6,2011
21/06/2011,113,74,6,2011
20/06/2011,114,69,6,2011
19/06/2011,114,67,6,2011
18/06/2011,120,35,6,2011
17/06/2011,120,49,6,2011
16/06/2011,118,71,6,2011
15/06/2011,114,67,6,2011
14/06/2011,120,35,6,2011
13/06/2011,119,95,6,2011
12/06/2011,118,43,6,2011
11/06/2011,116,14,6,2011
10/06/2011,115,4,6,2011
09/06/2011,119,95,6,2011
08/06/2011,118,43,6,2011
07/06/2011,115,09,6,2011
06/06/2011,114,3,6,2011
05/06/2011,116,15,6,2011
04/06/2011,117,18,6,2011
03/06/2011,115,09,6,2011
02/06/2011,114,3,6,2011
01/06/2011,116,15,6,2011
31/05/2011,114,85,5,2011
30/05/2011,115,06,5,2011
29/05/2011,114,47,5,2011
28/05/2011,112,52,5,2011
27/05/2011,110,13,5,2011
26/05/2011,115,06,5,2011
25/05/2011,114,47,5,2011
24/05/2011,111,25,5,2011
23/05/2011,113,2,5,2011
22/05/2011,112,54,5,2011
21/05/2011,109,39,5,2011
20/05/2011,113,72,5,2011
19/05/2011,113,2,5,2011
18/05/2011,112,54,5,2011
17/05/2011,113,08,5,2011
16/05/2011,112,87,5,2011
15/05/2011,115,66,5,2011
14/05/2011,117,82,5,2011
13/05/2011,113,21,5,2011
12/05/2011,112,87,5,2011
11/05/2011,115,66,5,2011
10/05/2011,113,69,5,2011
09/05/2011,111,93,5,2011
08/05/2011,121,55,5,2011
07/05/2011,124,01,5,2011
06/05/2011,126,64,5,2011
05/05/2011,111,93,5,2011
04/05/2011,121,55,5,2011
03/05/2011,124,01,5,2011
02/05/2011,126,59,5,2011
01/05/2011,124,94,5,2011
30/04/2011,124,55,4,2011
28/04/2011,126,59,4,2011
27/04/2011,124,94,4,2011
26/04/2011,124,55,4,2011
25/04/2011,123,64,4,2011
24/04/2011,124,26,4,2011
23/04/2011,121,35,4,2011
22/04/2011,121,69,4,2011
21/04/2011,123,64,4,2011
20/04/2011,124,26,4,2011
19/04/2011,124,63,4,2011
18/04/2011,122,74,4,2011
17/04/2011,122,7,4,2011
16/04/2011,121,33,4,2011
15/04/2011,126,46,4,2011
14/04/2011,122,74,4,2011
13/04/2011,122,7,4,2011
12/04/2011,126,3,4,2011
11/04/2011,122,9,4,2011
10/04/2011,123,01,4,2011
09/04/2011,122,87,4,2011
08/04/2011,120,07,4,2011
07/04/2011,122,9,4,2011
06/04/2011,123,01,4,2011
05/04/2011,118,63,4,2011
04/04/2011,116,94,4,2011
03/04/2011,115,35,4,2011
02/04/2011,115,58,4,2011
01/04/2011,115,95,4,2011
31/03/2011,116,94,3,2011
30/03/2011,115,35,3,2011
29/03/2011,115,45,3,2011
28/03/2011,115,41,3,2011
27/03/2011,115,65,3,2011
26/03/2011,115,63,3,2011
25/03/2011,114,92,3,2011
24/03/2011,115,41,3,2011
23/03/2011,115,65,3,2011
22/03/2011,114,13,3,2011
21/03/2011,114,18,3,2011
20/03/2011,110,96,3,2011
19/03/2011,111,11,3,2011
18/03/2011,112,95,3,2011
17/03/2011,114,18,3,2011
16/03/2011,110,96,3,2011
15/03/2011,114,07,3,2011
14/03/2011,114,07,3,2011
13/03/2011,115,19,3,2011
12/03/2011,112,32,3,2011
11/03/2011,116,58,3,2011
10/03/2011,114,07,3,2011
09/03/2011,115,19,3,2011
08/03/2011,115,71,3,2011
07/03/2011,114,42,3,2011
06/03/2011,116,89,3,2011
05/03/2011,113,34,3,2011
04/03/2011,112,27,3,2011
03/03/2011,114,42,3,2011
02/03/2011,116,89,3,2011
01/03/2011,111,47,3,2011
28/02/2011,113,91,2,2011
27/02/2011,109,77,2,2011
26/02/2011,106,82,2,2011
25/02/2011,111,47,2,2011
24/02/2011,113,91,2,2011
23/02/2011,109,77,2,2011
22/02/2011,102,2,2,2011
21/02/2011,103,45,2,2011
20/02/2011,102,78,2,2011
19/02/2011,102,48,2,2011
18/02/2011,103,12,2,2011
17/02/2011,103,45,2,2011
16/02/2011,102,78,2,2011
15/02/2011,99,93,2,2011
14/02/2011,100,74,2,2011
13/02/2011,100,16,2,2011
12/02/2011,99,25,2,2011
11/02/2011,99,44,2,2011
10/02/2011,100,74,2,2011
09/02/2011,100,16,2,2011
08/02/2011,99,43,2,2011
07/02/2011,101,69,2,2011
06/02/2011,101,3,2,2011
05/02/2011,100,4,2,2011
04/02/2011,98,97,2,2011
03/02/2011,101,69,2,2011
02/02/2011,101,3,2,2011
01/02/2011,97,06,2,2011
31/01/2011,96,48,1,2011
30/01/2011,96,04,1,2011
29/01/2011,96,76,1,2011
28/01/2011,96,76,1,2011
27/01/2011,96,48,1,2011
26/01/2011,96,04,1,2011
25/01/2011,96,84,1,2011
24/01/2011,96,27,1,2011
23/01/2011,98,42,1,2011
22/01/2011,97,83,1,2011
21/01/2011,96,84,1,2011
20/01/2011,96,27,1,2011
19/01/2011,98,42,1,2011
18/01/2011,97,86,1,2011
17/01/2011,97,86,1,2011
16/01/2011,97,86,1,2011
15/01/2011,96,8,1,2011
14/01/2011,95,05,1,2011
13/01/2011,97,86,1,2011
12/01/2011,97,86,1,2011
11/01/2011,94,25,1,2011
10/01/2011,94,95,1,2011
09/01/2011,95,07,1,2011
08/01/2011,93,52,1,2011
07/01/2011,95,82,1,2011
06/01/2011,94,95,1,2011
05/01/2011,95,07,1,2011
04/01/2011,93,23,1,2011
03/01/2011,92,5,1,2011
02/01/2011,93,52,1,2011
01/01/2011,93,52,1,2011
31/12/2010,93,08,12,2010
30/12/2010,92,5,12,2010
29/12/2010,93,52,12,2010
28/12/2010,93,52,12,2010
27/12/2010,93,63,12,2010
26/12/2010,93,55,12,2010
25/12/2010,93,11,12,2010
24/12/2010,91,31,12,2010
23/12/2010,93,63,12,2010
22/12/2010,93,55,12,2010
21/12/2010,91,11,12,2010
20/12/2010,91,09,12,2010
19/12/2010,91,33,12,2010
18/12/2010,90,63,12,2010
17/12/2010,90,4,12,2010
16/12/2010,89,54,12,2010
15/12/2010,91,33,12,2010
14/12/2010,90,63,12,2010
13/12/2010,89,93,12,2010
12/12/2010,89,74,12,2010
11/12/2010,90,78,12,2010
10/12/2010,91,25,12,2010
09/12/2010,89,93,12,2010
08/12/2010,89,74,12,2010
07/12/2010,90,65,12,2010
06/12/2010,89,37,12,2010
05/12/2010,88,56,12,2010
04/12/2010,82,37,12,2010
03/12/2010,85,9,12,2010
02/12/2010,89,37,12,2010
01/12/2010,88,56,12,2010
30/11/2010,84,78,11,2010
29/11/2010,85,9,11,2010
28/11/2010,84,53,11,2010
27/11/2010,82,37,11,2010
26/11/2010,82,34,11,2010
24/11/2010,84,53,11,2010
23/11/2010,83,17,11,2010
22/11/2010,83,7,11,2010
21/11/2010,83,36,11,2010
20/11/2010,83,98,11,2010
19/11/2010,85,49,11,2010
18/11/2010,83,7,11,2010
17/11/2010,83,36,11,2010
16/11/2010,86,07,11,2010
15/11/2010,88,08,11,2010
14/11/2010,87,92,11,2010
13/11/2010,87,93,11,2010
12/11/2010,87,15,11,2010
11/11/2010,88,08,11,2010
10/11/2010,87,92,11,2010
09/11/2010,87,05,11,2010
08/11/2010,86,83,11,2010
07/11/2010,85,33,11,2010
06/11/2010,84,71,11,2010
05/11/2010,84,06,11,2010
04/11/2010,86,83,11,2010
03/11/2010,85,33,11,2010
02/11/2010,82,47,11,2010
01/11/2010,82,97,11,2010
31/10/2010,81,27,10,2010
30/10/2010,82,62,10,2010
29/10/2010,81,91,10,2010
28/10/2010,82,97,10,2010
27/10/2010,81,27,10,2010
26/10/2010,80,75,10,2010
25/10/2010,81,28,10,2010
24/10/2010,81,68,10,2010
23/10/2010,81,12,10,2010
22/10/2010,82,3,10,2010
21/10/2010,81,28,10,2010
20/10/2010,81,68,10,2010
19/10/2010,81,94,10,2010
18/10/2010,83,55,10,2010
17/10/2010,84,01,10,2010
16/10/2010,82,99,10,2010
15/10/2010,83,08,10,2010
14/10/2010,83,55,10,2010
13/10/2010,84,01,10,2010
12/10/2010,83,88,10,2010
11/10/2010,83,67,10,2010
10/10/2010,85,01,10,2010
09/10/2010,83,35,10,2010
08/10/2010,83,42,10,2010
07/10/2010,83,67,10,2010
06/10/2010,85,01,10,2010
05/10/2010,82,69,10,2010
04/10/2010,80,77,10,2010
03/10/2010,78,79,10,2010
02/10/2010,79,14,10,2010
01/10/2010,77,71,10,2010
30/09/2010,80,77,9,2010
29/09/2010,78,79,9,2010
28/09/2010,78,73,9,2010
27/09/2010,77,69,9,2010
26/09/2010,77,29,9,2010
25/09/2010,78,76,9,2010
24/09/2010,79,42,9,2010
23/09/2010,77,69,9,2010
22/09/2010,77,29,9,2010
21/09/2010,77,43,9,2010
20/09/2010,78,89,9,2010
19/09/2010,78,46,9,2010
18/09/2010,78,89,9,2010
17/09/2010,78,52,9,2010
16/09/2010,78,89,9,2010
15/09/2010,78,46,9,2010
14/09/2010,77,54,9,2010
13/09/2010,77,87,9,2010
12/09/2010,77,48,9,2010
11/09/2010,75,78,9,2010
10/09/2010,77,54,9,2010
09/09/2010,77,87,9,2010
08/09/2010,77,48,9,2010
07/09/2010,75,03,9,2010
06/09/2010,74,93,9,2010
05/09/2010,75,53,9,2010
04/09/2010,75,51,9,2010
03/09/2010,76,05,9,2010
02/09/2010,74,93,9,2010
01/09/2010,75,53,9,2010
31/08/2010,75,16,8,2010
30/08/2010,74,5,8,2010
29/08/2010,70,74,8,2010
28/08/2010,70,61,8,2010
27/08/2010,73,08,8,2010
26/08/2010,74,5,8,2010
25/08/2010,70,74,8,2010
24/08/2010,73,48,8,2010
23/08/2010,74,84,8,2010
22/08/2010,75,1,8,2010
21/08/2010,76,74,8,2010
20/08/2010,74,56,8,2010
19/08/2010,74,84,8,2010
18/08/2010,75,1,8,2010
17/08/2010,75,14,8,2010
16/08/2010,76,63,8,2010
15/08/2010,77,83,8,2010
14/08/2010,79,89,8,2010
13/08/2010,81,54,8,2010
12/08/2010,76,63,8,2010
11/08/2010,77,83,8,2010
10/08/2010,81,28,8,2010
09/08/2010,82,9,8,2010
08/08/2010,83,76,8,2010
07/08/2010,83,6,8,2010
06/08/2010,81,93,8,2010
05/08/2010,82,9,8,2010
04/08/2010,83,76,8,2010
03/08/2010,77,5,8,2010
02/08/2010,78,6,8,2010
01/08/2010,76,66,8,2010
31/07/2010,75,52,7,2010
30/07/2010,77,9,7,2010
29/07/2010,78,6,7,2010
28/07/2010,76,66,7,2010
27/07/2010,77,27,7,2010
26/07/2010,77,59,7,2010
25/07/2010,75,75,7,2010
24/07/2010,76,31,7,2010
23/07/2010,76,29,7,2010
22/07/2010,77,59,7,2010
21/07/2010,75,75,7,2010
20/07/2010,75,55,7,2010
19/07/2010,75,52,7,2010
18/07/2010,76,63,7,2010
17/07/2010,76,45,7,2010
16/07/2010,74,35,7,2010
15/07/2010,75,52,7,2010
14/07/2010,76,63,7,2010
13/07/2010,75,2,7,2010
12/07/2010,74,56,7,2010
11/07/2010,72,97,7,2010
10/07/2010,73,08,7,2010
09/07/2010,75,2,7,2010
08/07/2010,74,56,7,2010
07/07/2010,72,97,7,2010
06/07/2010,71,75,7,2010
05/07/2010,71,73,7,2010
04/07/2010,74,94,7,2010
03/07/2010,74,21,7,2010
02/07/2010,76,66,7,2010
01/07/2010,71,73,7,2010
30/06/2010,74,94,6,2010
29/06/2010,76,21,6,2010
28/06/2010,75,17,6,2010
27/06/2010,75,22,6,2010
26/06/2010,78,08,6,2010
25/06/2010,78,53,6,2010
24/06/2010,75,17,6,2010
23/06/2010,75,22,6,2010
22/06/2010,77,05,6,2010
21/06/2010,77,52,6,2010
20/06/2010,76,12,6,2010
19/06/2010,75,29,6,2010
18/06/2010,75,11,6,2010
17/06/2010,77,52,6,2010
16/06/2010,76,12,6,2010
15/06/2010,73,28,6,2010
14/06/2010,74,33,6,2010
13/06/2010,73,68,6,2010
12/06/2010,71,43,6,2010
11/06/2010,71,09,6,2010
10/06/2010,74,33,6,2010
09/06/2010,73,68,6,2010
08/06/2010,71,84,6,2010
07/06/2010,73,12,6,2010
06/06/2010,72,78,6,2010
05/06/2010,73,08,6,2010
04/06/2010,71,84,6,2010
03/06/2010,73,12,6,2010
02/06/2010,72,78,6,2010
01/06/2010,73,6,2010
31/05/2010,73,56,5,2010
30/05/2010,70,59,5,2010
29/05/2010,67,18,5,2010
28/05/2010,69,62,5,2010
27/05/2010,73,56,5,2010
26/05/2010,70,59,5,2010
25/05/2010,70,45,5,2010
24/05/2010,69,56,5,2010
23/05/2010,71,86,5,2010
22/05/2010,75,12,5,2010
21/05/2010,73,87,5,2010
20/05/2010,69,56,5,2010
19/05/2010,71,86,5,2010
18/05/2010,76,43,5,2010
17/05/2010,79,41,5,2010
16/05/2010,78,7,5,2010
15/05/2010,79,5,2010
14/05/2010,78,08,5,2010
13/05/2010,79,41,5,2010
12/05/2010,78,7,5,2010
11/05/2010,76,48,5,2010
10/05/2010,80,21,5,2010
09/05/2010,82,31,5,2010
08/05/2010,85,39,5,2010
07/05/2010,88,09,5,2010
06/05/2010,80,21,5,2010
05/05/2010,82,31,5,2010
04/05/2010,86,19,5,2010
03/05/2010,86,82,5,2010
02/05/2010,84,59,5,2010
01/05/2010,85,59,5,2010
30/04/2010,86,72,4,2010
29/04/2010,86,82,4,2010
28/04/2010,84,59,4,2010
27/04/2010,86,09,4,2010
26/04/2010,84,58,4,2010
25/04/2010,84,55,4,2010
24/04/2010,84,73,4,2010
23/04/2010,83,09,4,2010
22/04/2010,84,58,4,2010
21/04/2010,84,55,4,2010
20/04/2010,84,81,4,2010
19/04/2010,86,9,4,2010
18/04/2010,85,81,4,2010
17/04/2010,83,44,4,2010
16/04/2010,85,21,4,2010
15/04/2010,86,9,4,2010
14/04/2010,85,81,4,2010
13/04/2010,82,77,4,2010
12/04/2010,82,63,4,2010
11/04/2010,84,49,4,2010
10/04/2010,85,05,4,2010
09/04/2010,84,48,4,2010
08/04/2010,82,63,4,2010
07/04/2010,84,49,4,2010
06/04/2010,85,05,4,2010
05/04/2010,82,63,4,2010
04/04/2010,80,37,4,2010
03/04/2010,79,46,4,2010
02/04/2010,79,89,4,2010
01/04/2010,82,63,4,2010
31/03/2010,80,37,3,2010
30/03/2010,77,98,3,2010
29/03/2010,78,64,3,2010
28/03/2010,78,03,3,2010
27/03/2010,79,17,3,2010
26/03/2010,78,09,3,2010
25/03/2010,78,64,3,2010
24/03/2010,78,03,3,2010
23/03/2010,78,37,3,2010
22/03/2010,80,09,3,2010
21/03/2010,80,28,3,2010
20/03/2010,79,45,3,2010
19/03/2010,77,08,3,2010
18/03/2010,80,09,3,2010
17/03/2010,80,28,3,2010
16/03/2010,79,38,3,2010
15/03/2010,79,44,3,2010
14/03/2010,80,29,3,2010
13/03/2010,78,77,3,2010
12/03/2010,78,94,3,2010
11/03/2010,79,44,3,2010
10/03/2010,80,29,3,2010
09/03/2010,79,2,3,2010
08/03/2010,77,88,3,2010
07/03/2010,78,66,3,2010
06/03/2010,77,5,3,2010
05/03/2010,76,07,3,2010
04/03/2010,77,88,3,2010
03/03/2010,78,66,3,2010
02/03/2010,76,36,3,2010
01/03/2010,74,38,3,2010
28/02/2010,77,2,2010
27/02/2010,76,44,2,2010
26/02/2010,76,95,2,2010
25/02/2010,74,38,2,2010
24/02/2010,77,2,2010
23/02/2010,76,88,2,2010
22/02/2010,76,61,2,2010
21/02/2010,74,89,2,2010
20/02/2010,74,82,2,2010
19/02/2010,76,88,2,2010
18/02/2010,76,61,2,2010
17/02/2010,74,89,2,2010
16/02/2010,71,49,2,2010
15/02/2010,72,35,2,2010
14/02/2010,70,4,2,2010
13/02/2010,70,4,2,2010
12/02/2010,69,62,2,2010
11/02/2010,72,35,2,2010
10/02/2010,70,4,2,2010
09/02/2010,70,11,2,2010
08/02/2010,71,3,2,2010
07/02/2010,75,77,2,2010
06/02/2010,73,94,2,2010
05/02/2010,71,58,2,2010
04/02/2010,71,3,2,2010
03/02/2010,75,77,2,2010
02/02/2010,71,2,2,2010
01/02/2010,70,65,2,2010
31/01/2010,72,75,1,2010
30/01/2010,72,63,1,2010
29/01/2010,72,18,1,2010
28/01/2010,70,65,1,2010
27/01/2010,72,75,1,2010
26/01/2010,72,73,1,2010
25/01/2010,74,13,1,2010
24/01/2010,75,09,1,2010
23/01/2010,75,18,1,2010
22/01/2010,72,73,1,2010
21/01/2010,74,13,1,2010
20/01/2010,75,09,1,2010
19/01/2010,76,85,1,2010
18/01/2010,77,61,1,2010
17/01/2010,77,57,1,2010
16/01/2010,79,38,1,2010
15/01/2010,80,14,1,2010
14/01/2010,77,61,1,2010
13/01/2010,77,57,1,2010
12/01/2010,80,06,1,2010
11/01/2010,80,57,1,2010
10/01/2010,80,14,1,2010
09/01/2010,79,27,1,2010
08/01/2010,79,05,1,2010
07/01/2010,80,57,1,2010
06/01/2010,80,14,1,2010
05/01/2010,79,27,1,2010
04/01/2010,77,91,1,2010
03/01/2010,77,62,1,2010
02/01/2010,76,65,1,2010
01/01/2010,76,59,1,2010
31/12/2009,77,91,12,2009
30/12/2009,77,62,12,2009
29/12/2009,76,65,12,2009
28/12/2009,75,15,12,2009
27/12/2009,73,87,12,2009
26/12/2009,71,64,12,2009
25/12/2009,72,74,12,2009
24/12/2009,75,15,12,2009
23/12/2009,73,87,12,2009
22/12/2009,71,87,12,2009
21/12/2009,71,28,12,2009
20/12/2009,73,34,12,2009
19/12/2009,71,33,12,2009
18/12/2009,71,19,12,2009
17/12/2009,71,28,12,2009
16/12/2009,73,34,12,2009
15/12/2009,70,07,12,2009
14/12/2009,70,91,12,2009
13/12/2009,73,63,12,2009
12/12/2009,74,93,12,2009
11/12/2009,76,18,12,2009
10/12/2009,70,91,12,2009
09/12/2009,73,63,12,2009
08/12/2009,77,74,12,2009
07/12/2009,77,76,12,2009
06/12/2009,76,96,12,2009
05/12/2009,78,68,12,2009
04/12/2009,77,77,12,2009
03/12/2009,77,76,12,2009
02/12/2009,76,96,12,2009
01/12/2009,76,12,2009
30/11/2009,77,77,11,2009
29/11/2009,76,57,11,2009
28/11/2009,75,35,11,2009
27/11/2009,78,14,11,2009
25/11/2009,76,57,11,2009
24/11/2009,75,61,11,2009
23/11/2009,76,45,11,2009
22/11/2009,78,64,11,2009
21/11/2009,77,36,11,2009
20/11/2009,77,14,11,2009
19/11/2009,76,45,11,2009
18/11/2009,78,64,11,2009
17/11/2009,74,81,11,2009
16/11/2009,75,18,11,2009
15/11/2009,76,99,11,2009
14/11/2009,77,07,11,2009
13/11/2009,77,18,11,2009
12/11/2009,75,18,11,2009
11/11/2009,76,99,11,2009
10/11/2009,75,51,11,2009
09/11/2009,78,02,11,2009
08/11/2009,78,21,11,2009
07/11/2009,75,68,11,2009
06/11/2009,75,56,11,2009
05/11/2009,78,02,11,2009
04/11/2009,78,21,11,2009
03/11/2009,74,91,11,2009
02/11/2009,77,18,11,2009
01/11/2009,75,11,11,2009
31/10/2009,76,69,10,2009
30/10/2009,76,45,10,2009
29/10/2009,77,18,10,2009
28/10/2009,75,11,10,2009
27/10/2009,77,72,10,2009
26/10/2009,78,36,10,2009
25/10/2009,77,74,10,2009
24/10/2009,76,51,10,2009
23/10/2009,75,86,10,2009
22/10/2009,78,36,10,2009
21/10/2009,77,74,10,2009
20/10/2009,74,58,10,2009
19/10/2009,73,14,10,2009
18/10/2009,72,16,10,2009
17/10/2009,70,81,10,2009
16/10/2009,70,75,10,2009
15/10/2009,73,14,10,2009
14/10/2009,72,16,10,2009
13/10/2009,69,45,10,2009
12/10/2009,68,47,10,2009
11/10/2009,67,65,10,2009
10/10/2009,68,51,10,2009
09/10/2009,65,26,10,2009
08/10/2009,68,47,10,2009
07/10/2009,67,65,10,2009
06/10/2009,66,5,10,2009
05/10/2009,67,12,10,2009
04/10/2009,65,82,10,2009
03/10/2009,64,63,10,2009
02/10/2009,65,43,10,2009
01/10/2009,67,12,10,2009
30/09/2009,65,82,9,2009
29/09/2009,64,6,9,2009
28/09/2009,64,99,9,2009
27/09/2009,67,43,9,2009
26/09/2009,69,65,9,2009
25/09/2009,68,11,9,2009
24/09/2009,64,99,9,2009
23/09/2009,67,43,9,2009
22/09/2009,70,72,9,2009
21/09/2009,71,56,9,2009
20/09/2009,68,51,9,2009
19/09/2009,66,53,9,2009
18/09/2009,66,91,9,2009
17/09/2009,71,56,9,2009
16/09/2009,68,51,9,2009
15/09/2009,68,76,9,2009
14/09/2009,68,96,9,2009
13/09/2009,69,76,9,2009
12/09/2009,69,2,9,2009
11/09/2009,68,76,9,2009
10/09/2009,68,96,9,2009
09/09/2009,69,76,9,2009
08/09/2009,65,84,9,2009
07/09/2009,66,78,9,2009
06/09/2009,67,6,9,2009
05/09/2009,68,78,9,2009
04/09/2009,69,02,9,2009
03/09/2009,66,78,9,2009
02/09/2009,67,6,9,2009
01/09/2009,72,8,9,2009
31/08/2009,70,68,8,2009
30/08/2009,70,74,8,2009
29/08/2009,73,1,8,2009
28/08/2009,74,34,8,2009
27/08/2009,70,68,8,2009
26/08/2009,70,74,8,2009
25/08/2009,73,71,8,2009
